arm,family,check_id,axis,json_path,want,got,status,detail
classic,f08f09,V1,clusters,$.fairness.h200_axes.per_family.f08f09_down_merge.axes.clusters.available + .evidence,available=False and evidence containing '(source env)',"available=False, evidence='hopper.caps().clusters=False (source env); preflight probe thread_block_cluster_num_ctas=True'",PASS,the ONLY per-family text proving the env override reached hopper.caps(); the campaign reads available=true with '(source preflight)'. Producer: glm52_h200/bench/__init__.py:1173
classic,f08f09,V2,clusters,$.fairness.h200_axes.per_family.f08f09_down_merge.axes.clusters.offered + .not_offered_because,offered=False and not_offered_because == 'the live capability probe says it is unavailable',"offered=False, not_offered_because='the live capability probe says it is unavailable'",PASS,non-vacuous for f03/f10 too: their campaign string is 'this kernel module advertises no cfg key for it' and it MUST change. Producer: glm52_h200/bench/__init__.py:1271-1274
classic,f08f09,V1,tma,$.fairness.h200_axes.per_family.f08f09_down_merge.axes.tma.available + .evidence,available=False and evidence containing '(source env)',"available=False, evidence='hopper.caps().tma=False (source env); preflight probe tma_tensor_descriptor=False'",PASS,the ONLY per-family text proving the env override reached hopper.caps(); the campaign reads available=true with '(source preflight)'. Producer: glm52_h200/bench/__init__.py:1173
classic,f08f09,V2,tma,$.fairness.h200_axes.per_family.f08f09_down_merge.axes.tma.offered + .not_offered_because,offered=False and not_offered_because == 'the live capability probe says it is unavailable',"offered=False, not_offered_because='the live capability probe says it is unavailable'",PASS,non-vacuous for f03/f10 too: their campaign string is 'this kernel module advertises no cfg key for it' and it MUST change. Producer: glm52_h200/bench/__init__.py:1271-1274
classic,f08f09,V1,warp_specialize,$.fairness.h200_axes.per_family.f08f09_down_merge.axes.warp_specialize.available + .evidence,available=False and evidence containing '(source env)',"available=False, evidence='hopper.caps().warp_specialize=False (source env); preflight probe warp_specialize_tl_range=True'",PASS,the ONLY per-family text proving the env override reached hopper.caps(); the campaign reads available=true with '(source preflight)'. Producer: glm52_h200/bench/__init__.py:1173
classic,f08f09,V2,warp_specialize,$.fairness.h200_axes.per_family.f08f09_down_merge.axes.warp_specialize.offered + .not_offered_because,offered=False and not_offered_because == 'the live capability probe says it is unavailable',"offered=False, not_offered_because='the live capability probe says it is unavailable'",PASS,non-vacuous for f03/f10 too: their campaign string is 'this kernel module advertises no cfg key for it' and it MUST change. Producer: glm52_h200/bench/__init__.py:1271-1274
classic,f08f09,V4,tma,$.fairness.h200_axes.per_family.f08f09_down_merge.tma_form,none,none,PASS,scalar mirror of the capability; the campaign records 'device' in all seven files. hopper.py:377 tma_form()
classic,f08f09,V4,warp_specialize,$.fairness.h200_axes.per_family.f08f09_down_merge.ws_mode,none,none,PASS,scalar mirror; the campaign records 'range'. hopper.py:937 sets ws_mode = 'range' if warp_specialize else 'none'
classic,f08f09,V4,clusters,$.fairness.h200_axes.per_family.f08f09_down_merge,n/a,no scalar mirror exists,INFO,clusters has no tma_form/ws_mode equivalent; recorded so the check list is complete rather than silently short
classic,f08f09,V3,,$.fairness.h200_axes.per_family.f08f09_down_merge.overlays_offered,[],[],PASS,campaign had 4 overlay(s); h200_cfg_overlays() returns [] once every axis is unavailable
classic,f08f09,V5,,$.fairness.h200_axes.per_family.f08f09_down_merge.kernel_cfg_keys,"['USE_TMA', 'TMA_B', 'TMA_MODE', 'warp_specialize', 'num_consumer_groups', 'num_buffers_warp_spec', 'num_ctas']","['USE_TMA', 'TMA_B', 'TMA_MODE', 'warp_specialize', 'num_consumer_groups', 'num_buffers_warp_spec', 'num_ctas']",PASS,"a STATIC module attribute (H200_CFG_KEYS). If it changed, somebody edited the kernel modules between the two sessions and the arm comparison is not a comparison"
classic,f08f09,V6,,$._meta.device,NVIDIA H200,NVIDIA H200,PASS,note _meta.device is a string; indexing it as a dict throws TypeError
classic,f08f09,V6,,$.env.uuid,b2318e71-edbf-aa1b-dcf3-3cc3e6ea7db0,b2318e71-edbf-aa1b-dcf3-3cc3e6ea7db0,PASS,the staged file must name the card this driver pinned
classic,f08f09,V7,clusters,$ (recursive cfg scan),0 winner and 0 table hits,"0 winner, 0 table",PASS,winners prove the tuner never selected it; table hits prove the grid never contained it. Under classic widen() returns [] so neither can appear
classic,f08f09,V7,tma,$ (recursive cfg scan),0 winner and 0 table hits,"0 winner, 0 table",PASS,winners prove the tuner never selected it; table hits prove the grid never contained it. Under classic widen() returns [] so neither can appear
classic,f08f09,V7,warp_specialize,$ (recursive cfg scan),0 winner and 0 table hits,"0 winner, 0 table",PASS,winners prove the tuner never selected it; table hits prove the grid never contained it. Under classic widen() returns [] so neither can appear
classic,f08f09,V8,clusters,$.fairness.grids.*.*.*.axis_counts,no key for this axis,0 offending stage(s) of 55,PASS,every dict should collapse to {_total_cfgs: N}
classic,f08f09,V8,tma,$.fairness.grids.*.*.*.axis_counts,no key for this axis,0 offending stage(s) of 55,PASS,every dict should collapse to {_total_cfgs: N}
classic,f08f09,V8,warp_specialize,$.fairness.grids.*.*.*.axis_counts,no key for this axis,0 offending stage(s) of 55,PASS,every dict should collapse to {_total_cfgs: N}
classic,f08f09,V9,,$.fairness.grids.*.*.<coarse|tune>.n_tried,(corroboration only),0 of 63 offered-grid stage(s) differ,INFO,"the offered grid is byte-identical to the campaign's; a capped coarse grid cannot shrink, so this is corroboration, not proof"
classic,f08f09,V9b,,$.fairness.grids.<arm-only regime>.*.<coarse|tune>.n_tried,equal to the campaign's family-constant offered size,0 of 32 arm-only offered stage(s) differ,PASS,"closes the hole the V9 intersection leaves: these stages have no per-regime campaign counterpart, but their size is a code property the campaign pins on its own regimes, and the arm reproduces it; 4 further stage(s) had no campaign constant to extrapolate and were not judged"
classic,f08f09,V9d,,$.fairness.grids.*.*.<refine|joint|extra>.n_tried,(not comparable -- winner-derived),12 of 58 stage(s) differ,INFO,"refine is neighbours(<the coarse stage's timing winner>) (common.py:1069), joint is a deduplicated top_cfgs() product over measured stages, extra is refine_grid() over a measured top-k -- so these sizes move run-to-run on IDENTICAL code and hardware (Hopper-vs-Hopper: f03 16 of 28, f10 18 of 28, in both directions). Recorded so the drift stays visible, never asserted on. decode_bs1/atomic_gemm/refine 33->29; decode_bs1/unfused_gemm/refine 20->29; decode_bs1024/atomic_gemm/refine 40->37; decode_bs1024/unfused_gemm/refine 40->37"
classic,f08f09,V11,clusters,campaign vs this arm,campaign presence > 0 and arm == 0,"campaign 193, arm 0",PASS,a genuine campaign->arm collapse: this is the positive proof of engagement
classic,f08f09,V11,tma,campaign vs this arm,campaign presence > 0 and arm == 0,"campaign 262, arm 0",PASS,a genuine campaign->arm collapse: this is the positive proof of engagement
classic,f08f09,V11,warp_specialize,campaign vs this arm,campaign presence > 0 and arm == 0,"campaign 147, arm 0",PASS,a genuine campaign->arm collapse: this is the positive proof of engagement
classic,f08f09,LOG,,f08f09.classic.a1.log,"hopper feats [...] without ['clusters', 'tma', 'warp_specialize']",f08f09.classic.a1.log: [none],INFO,"every one of 1 banner(s) reports the axes this arm disables as off; the campaign's own transcript reads [tma,clusters,warp_specialize]"
classic,f10,V0b,,$._meta.results_dir,/home/guancheng/zsh/fusion/results/h200/_control_arm/classic,/home/guancheng/zsh/fusion/results/h200/_control_arm/classic,PASS,"the bench must have written into the staging tree, not into the campaign directory its own default points at; common.py:1342 records where record() actually wrote. exact path match"
classic,f10,V1,clusters,$.fairness.h200_axes.per_family.f10_merge_resadd.axes.clusters.available + .evidence,available=False and evidence containing '(source env)',"available=False, evidence='hopper.caps().clusters=False (source env); preflight probe thread_block_cluster_num_ctas=True'",PASS,the ONLY per-family text proving the env override reached hopper.caps(); the campaign reads available=true with '(source preflight)'. Producer: glm52_h200/bench/__init__.py:1173
classic,f10,V2,clusters,$.fairness.h200_axes.per_family.f10_merge_resadd.axes.clusters.offered + .not_offered_because,offered=False and not_offered_because == 'the live capability probe says it is unavailable',"offered=False, not_offered_because='the live capability probe says it is unavailable'",PASS,non-vacuous for f03/f10 too: their campaign string is 'this kernel module advertises no cfg key for it' and it MUST change. Producer: glm52_h200/bench/__init__.py:1271-1274
classic,f10,V1,tma,$.fairness.h200_axes.per_family.f10_merge_resadd.axes.tma.available + .evidence,available=False and evidence containing '(source env)',"available=False, evidence='hopper.caps().tma=False (source env); preflight probe tma_tensor_descriptor=False'",PASS,the ONLY per-family text proving the env override reached hopper.caps(); the campaign reads available=true with '(source preflight)'. Producer: glm52_h200/bench/__init__.py:1173
classic,f10,V2,tma,$.fairness.h200_axes.per_family.f10_merge_resadd.axes.tma.offered + .not_offered_because,offered=False and not_offered_because == 'the live capability probe says it is unavailable',"offered=False, not_offered_because='the live capability probe says it is unavailable'",PASS,non-vacuous for f03/f10 too: their campaign string is 'this kernel module advertises no cfg key for it' and it MUST change. Producer: glm52_h200/bench/__init__.py:1271-1274
classic,f10,V1,warp_specialize,$.fairness.h200_axes.per_family.f10_merge_resadd.axes.warp_specialize.available + .evidence,available=False and evidence containing '(source env)',"available=False, evidence='hopper.caps().warp_specialize=False (source env); preflight probe warp_specialize_tl_range=True'",PASS,the ONLY per-family text proving the env override reached hopper.caps(); the campaign reads available=true with '(source preflight)'. Producer: glm52_h200/bench/__init__.py:1173
classic,f10,V2,warp_specialize,$.fairness.h200_axes.per_family.f10_merge_resadd.axes.warp_specialize.offered + .not_offered_because,offered=False and not_offered_because == 'the live capability probe says it is unavailable',"offered=False, not_offered_because='the live capability probe says it is unavailable'",PASS,non-vacuous for f03/f10 too: their campaign string is 'this kernel module advertises no cfg key for it' and it MUST change. Producer: glm52_h200/bench/__init__.py:1271-1274
classic,f10,V4,tma,$.fairness.h200_axes.per_family.f10_merge_resadd.tma_form,none,none,PASS,scalar mirror of the capability; the campaign records 'device' in all seven files. hopper.py:377 tma_form()
classic,f10,V4,warp_specialize,$.fairness.h200_axes.per_family.f10_merge_resadd.ws_mode,none,none,PASS,scalar mirror; the campaign records 'range'. hopper.py:937 sets ws_mode = 'range' if warp_specialize else 'none'
classic,f10,V4,clusters,$.fairness.h200_axes.per_family.f10_merge_resadd,n/a,no scalar mirror exists,INFO,clusters has no tma_form/ws_mode equivalent; recorded so the check list is complete rather than silently short
classic,f10,V3,,$.fairness.h200_axes.per_family.f10_merge_resadd.overlays_offered,[] (already empty),[],VACUOUS,the campaign already offered no overlay for this kernel; an empty list here shows nothing
classic,f10,V5,,$.fairness.h200_axes.per_family.f10_merge_resadd.kernel_cfg_keys,module advertises none,module advertises none,PASS,"a STATIC module attribute (H200_CFG_KEYS). If it changed, somebody edited the kernel modules between the two sessions and the arm comparison is not a comparison"
classic,f10,V6,,$._meta.device,NVIDIA H200,NVIDIA H200,PASS,note _meta.device is a string; indexing it as a dict throws TypeError
classic,f10,V6,,$.env.uuid,b2318e71-edbf-aa1b-dcf3-3cc3e6ea7db0,b2318e71-edbf-aa1b-dcf3-3cc3e6ea7db0,PASS,the staged file must name the card this driver pinned
classic,f10,V7,clusters,$ (recursive cfg scan),0 winner and 0 table hits,"0 winner, 0 table",VACUOUS,the campaign never offered this axis to this family; a clean scan shows nothing
classic,f10,V7,tma,$ (recursive cfg scan),0 winner and 0 table hits,"0 winner, 0 table",VACUOUS,the campaign never offered this axis to this family; a clean scan shows nothing
classic,f10,V7,warp_specialize,$ (recursive cfg scan),0 winner and 0 table hits,"0 winner, 0 table",VACUOUS,the campaign never offered this axis to this family; a clean scan shows nothing
classic,f10,V8,clusters,$.fairness.grids.*.*.*.axis_counts,no key for this axis,0 offending stage(s) of 66,VACUOUS,the campaign never offered this axis to this family; an absent count shows nothing
classic,f10,V8,tma,$.fairness.grids.*.*.*.axis_counts,no key for this axis,0 offending stage(s) of 66,VACUOUS,the campaign never offered this axis to this family; an absent count shows nothing
classic,f10,V8,warp_specialize,$.fairness.grids.*.*.*.axis_counts,no key for this axis,0 offending stage(s) of 66,VACUOUS,the campaign never offered this axis to this family; an absent count shows nothing
classic,f10,V9,,$.fairness.grids.*.*.<coarse|tune>.n_tried,identical to the campaign,0 of 21 offered-grid stage(s) differ,PASS,"the offered grid is byte-identical to the campaign's; a capped coarse grid cannot shrink, so this is corroboration, not proof"
classic,f10,V9b,,$.fairness.grids.<arm-only regime>.*.<coarse|tune>.n_tried,equal to the campaign's family-constant offered size,0 of 12 arm-only offered stage(s) differ,PASS,"closes the hole the V9 intersection leaves: these stages have no per-regime campaign counterpart, but their size is a code property the campaign pins on its own regimes, and the arm reproduces it"
classic,f10,V9d,,$.fairness.grids.*.*.<refine|joint|extra>.n_tried,(not comparable -- winner-derived),19 of 28 stage(s) differ,INFO,"refine is neighbours(<the coarse stage's timing winner>) (common.py:1069), joint is a deduplicated top_cfgs() product over measured stages, extra is refine_grid() over a measured top-k -- so these sizes move run-to-run on IDENTICAL code and hardware (Hopper-vs-Hopper: f03 16 of 28, f10 18 of 28, in both directions). Recorded so the drift stays visible, never asserted on. decode_bs1/fused/refine 68->60; decode_bs1/merge/refine 60->52; decode_bs1/resadd/refine 62->52; decode_bs1024/fused/refine 66->50"
classic,f10,LOG,,f10.classic.a1.log,"hopper feats [...] without ['clusters', 'tma', 'warp_specialize']",f10.classic.a1.log: [none],INFO,"every one of 1 banner(s) reports the axes this arm disables as off; the campaign's own transcript reads [tma,clusters,warp_specialize]"
classic,f11,V0b,,$._meta.results_dir,/home/guancheng/zsh/fusion/results/h200/_control_arm/classic,/home/guancheng/zsh/fusion/results/h200/_control_arm/classic,PASS,"the bench must have written into the staging tree, not into the campaign directory its own default points at; common.py:1342 records where record() actually wrote. exact path match"
classic,f11,V1,clusters,$.fairness.h200_axes.per_family.f11_norm_kernel.axes.clusters.available + .evidence,available=False and evidence containing '(source env)',"available=False, evidence='hopper.caps().clusters=False (source env); preflight probe thread_block_cluster_num_ctas=True'",PASS,the ONLY per-family text proving the env override reached hopper.caps(); the campaign reads available=true with '(source preflight)'. Producer: glm52_h200/bench/__init__.py:1173
classic,f11,V2,clusters,$.fairness.h200_axes.per_family.f11_norm_kernel.axes.clusters.offered + .not_offered_because,offered=False and not_offered_because == 'the live capability probe says it is unavailable',"offered=False, not_offered_because='the live capability probe says it is unavailable'",PASS,non-vacuous for f03/f10 too: their campaign string is 'this kernel module advertises no cfg key for it' and it MUST change. Producer: glm52_h200/bench/__init__.py:1271-1274
classic,f11,V1,clusters,$.fairness.h200_axes.per_family.f11a_w13_gemm.axes.clusters.available + .evidence,available=False and evidence containing '(source env)',"available=False, evidence='hopper.caps().clusters=False (source env); preflight probe thread_block_cluster_num_ctas=True'",PASS,the ONLY per-family text proving the env override reached hopper.caps(); the campaign reads available=true with '(source preflight)'. Producer: glm52_h200/bench/__init__.py:1173
classic,f11,V2,clusters,$.fairness.h200_axes.per_family.f11a_w13_gemm.axes.clusters.offered + .not_offered_because,offered=False and not_offered_because == 'the live capability probe says it is unavailable',"offered=False, not_offered_because='the live capability probe says it is unavailable'",PASS,non-vacuous for f03/f10 too: their campaign string is 'this kernel module advertises no cfg key for it' and it MUST change. Producer: glm52_h200/bench/__init__.py:1271-1274
classic,f11,V1,clusters,$.fairness.h200_axes.per_family.f11b_router_gemm.axes.clusters.available + .evidence,available=False and evidence containing '(source env)',"available=False, evidence='hopper.caps().clusters=False (source env); preflight probe thread_block_cluster_num_ctas=True'",PASS,the ONLY per-family text proving the env override reached hopper.caps(); the campaign reads available=true with '(source preflight)'. Producer: glm52_h200/bench/__init__.py:1173
classic,f11,V2,clusters,$.fairness.h200_axes.per_family.f11b_router_gemm.axes.clusters.offered + .not_offered_because,offered=False and not_offered_because == 'the live capability probe says it is unavailable',"offered=False, not_offered_because='the live capability probe says it is unavailable'",PASS,non-vacuous for f03/f10 too: their campaign string is 'this kernel module advertises no cfg key for it' and it MUST change. Producer: glm52_h200/bench/__init__.py:1271-1274
classic,f11,V1,tma,$.fairness.h200_axes.per_family.f11_norm_kernel.axes.tma.available + .evidence,available=False and evidence containing '(source env)',"available=False, evidence='hopper.caps().tma=False (source env); preflight probe tma_tensor_descriptor=False'",PASS,the ONLY per-family text proving the env override reached hopper.caps(); the campaign reads available=true with '(source preflight)'. Producer: glm52_h200/bench/__init__.py:1173
classic,f11,V2,tma,$.fairness.h200_axes.per_family.f11_norm_kernel.axes.tma.offered + .not_offered_because,offered=False and not_offered_because == 'the live capability probe says it is unavailable',"offered=False, not_offered_because='the live capability probe says it is unavailable'",PASS,non-vacuous for f03/f10 too: their campaign string is 'this kernel module advertises no cfg key for it' and it MUST change. Producer: glm52_h200/bench/__init__.py:1271-1274
classic,f11,V1,tma,$.fairness.h200_axes.per_family.f11a_w13_gemm.axes.tma.available + .evidence,available=False and evidence containing '(source env)',"available=False, evidence='hopper.caps().tma=False (source env); preflight probe tma_tensor_descriptor=False'",PASS,the ONLY per-family text proving the env override reached hopper.caps(); the campaign reads available=true with '(source preflight)'. Producer: glm52_h200/bench/__init__.py:1173
classic,f11,V2,tma,$.fairness.h200_axes.per_family.f11a_w13_gemm.axes.tma.offered + .not_offered_because,offered=False and not_offered_because == 'the live capability probe says it is unavailable',"offered=False, not_offered_because='the live capability probe says it is unavailable'",PASS,non-vacuous for f03/f10 too: their campaign string is 'this kernel module advertises no cfg key for it' and it MUST change. Producer: glm52_h200/bench/__init__.py:1271-1274
classic,f11,V1,tma,$.fairness.h200_axes.per_family.f11b_router_gemm.axes.tma.available + .evidence,available=False and evidence containing '(source env)',"available=False, evidence='hopper.caps().tma=False (source env); preflight probe tma_tensor_descriptor=False'",PASS,the ONLY per-family text proving the env override reached hopper.caps(); the campaign reads available=true with '(source preflight)'. Producer: glm52_h200/bench/__init__.py:1173
classic,f11,V2,tma,$.fairness.h200_axes.per_family.f11b_router_gemm.axes.tma.offered + .not_offered_because,offered=False and not_offered_because == 'the live capability probe says it is unavailable',"offered=False, not_offered_because='the live capability probe says it is unavailable'",PASS,non-vacuous for f03/f10 too: their campaign string is 'this kernel module advertises no cfg key for it' and it MUST change. Producer: glm52_h200/bench/__init__.py:1271-1274
classic,f11,V1,warp_specialize,$.fairness.h200_axes.per_family.f11_norm_kernel.axes.warp_specialize.available + .evidence,available=False and evidence containing '(source env)',"available=False, evidence='hopper.caps().warp_specialize=False (source env); preflight probe warp_specialize_tl_range=True'",PASS,the ONLY per-family text proving the env override reached hopper.caps(); the campaign reads available=true with '(source preflight)'. Producer: glm52_h200/bench/__init__.py:1173
classic,f11,V2,warp_specialize,$.fairness.h200_axes.per_family.f11_norm_kernel.axes.warp_specialize.offered + .not_offered_because,offered=False and not_offered_because == 'the live capability probe says it is unavailable',"offered=False, not_offered_because='the live capability probe says it is unavailable'",PASS,non-vacuous for f03/f10 too: their campaign string is 'this kernel module advertises no cfg key for it' and it MUST change. Producer: glm52_h200/bench/__init__.py:1271-1274
classic,f11,V1,warp_specialize,$.fairness.h200_axes.per_family.f11a_w13_gemm.axes.warp_specialize.available + .evidence,available=False and evidence containing '(source env)',"available=False, evidence='hopper.caps().warp_specialize=False (source env); preflight probe warp_specialize_tl_range=True'",PASS,the ONLY per-family text proving the env override reached hopper.caps(); the campaign reads available=true with '(source preflight)'. Producer: glm52_h200/bench/__init__.py:1173
classic,f11,V2,warp_specialize,$.fairness.h200_axes.per_family.f11a_w13_gemm.axes.warp_specialize.offered + .not_offered_because,offered=False and not_offered_because == 'the live capability probe says it is unavailable',"offered=False, not_offered_because='the live capability probe says it is unavailable'",PASS,non-vacuous for f03/f10 too: their campaign string is 'this kernel module advertises no cfg key for it' and it MUST change. Producer: glm52_h200/bench/__init__.py:1271-1274
classic,f11,V1,warp_specialize,$.fairness.h200_axes.per_family.f11b_router_gemm.axes.warp_specialize.available + .evidence,available=False and evidence containing '(source env)',"available=False, evidence='hopper.caps().warp_specialize=False (source env); preflight probe warp_specialize_tl_range=True'",PASS,the ONLY per-family text proving the env override reached hopper.caps(); the campaign reads available=true with '(source preflight)'. Producer: glm52_h200/bench/__init__.py:1173
classic,f11,V2,warp_specialize,$.fairness.h200_axes.per_family.f11b_router_gemm.axes.warp_specialize.offered + .not_offered_because,offered=False and not_offered_because == 'the live capability probe says it is unavailable',"offered=False, not_offered_because='the live capability probe says it is unavailable'",PASS,non-vacuous for f03/f10 too: their campaign string is 'this kernel module advertises no cfg key for it' and it MUST change. Producer: glm52_h200/bench/__init__.py:1271-1274
classic,f11,V4,tma,$.fairness.h200_axes.per_family.f11_norm_kernel.tma_form,none,none,PASS,scalar mirror of the capability; the campaign records 'device' in all seven files. hopper.py:377 tma_form()
classic,f11,V4,warp_specialize,$.fairness.h200_axes.per_family.f11_norm_kernel.ws_mode,none,none,PASS,scalar mirror; the campaign records 'range'. hopper.py:937 sets ws_mode = 'range' if warp_specialize else 'none'
classic,f11,V4,clusters,$.fairness.h200_axes.per_family.f11_norm_kernel,n/a,no scalar mirror exists,INFO,clusters has no tma_form/ws_mode equivalent; recorded so the check list is complete rather than silently short
classic,f11,V4,tma,$.fairness.h200_axes.per_family.f11a_w13_gemm.tma_form,none,none,PASS,scalar mirror of the capability; the campaign records 'device' in all seven files. hopper.py:377 tma_form()
classic,f11,V4,warp_specialize,$.fairness.h200_axes.per_family.f11a_w13_gemm.ws_mode,none,none,PASS,scalar mirror; the campaign records 'range'. hopper.py:937 sets ws_mode = 'range' if warp_specialize else 'none'
classic,f11,V4,clusters,$.fairness.h200_axes.per_family.f11a_w13_gemm,n/a,no scalar mirror exists,INFO,clusters has no tma_form/ws_mode equivalent; recorded so the check list is complete rather than silently short
classic,f11,V4,tma,$.fairness.h200_axes.per_family.f11b_router_gemm.tma_form,none,none,PASS,scalar mirror of the capability; the campaign records 'device' in all seven files. hopper.py:377 tma_form()
classic,f11,V4,warp_specialize,$.fairness.h200_axes.per_family.f11b_router_gemm.ws_mode,none,none,PASS,scalar mirror; the campaign records 'range'. hopper.py:937 sets ws_mode = 'range' if warp_specialize else 'none'
classic,f11,V4,clusters,$.fairness.h200_axes.per_family.f11b_router_gemm,n/a,no scalar mirror exists,INFO,clusters has no tma_form/ws_mode equivalent; recorded so the check list is complete rather than silently short
classic,f11,V3,,$.fairness.h200_axes.per_family.f11_norm_kernel.overlays_offered,[] (already empty),[],VACUOUS,the campaign already offered no overlay for this kernel; an empty list here shows nothing
classic,f11,V3,,$.fairness.h200_axes.per_family.f11a_w13_gemm.overlays_offered,[],[],PASS,campaign had 1 overlay(s); h200_cfg_overlays() returns [] once every axis is unavailable
classic,f11,V3,,$.fairness.h200_axes.per_family.f11b_router_gemm.overlays_offered,[],[],PASS,campaign had 1 overlay(s); h200_cfg_overlays() returns [] once every axis is unavailable
classic,f11,V5,,$.fairness.h200_axes.per_family.f11_norm_kernel.kernel_cfg_keys,module advertises none,module advertises none,PASS,"a STATIC module attribute (H200_CFG_KEYS). If it changed, somebody edited the kernel modules between the two sessions and the arm comparison is not a comparison"
classic,f11,V5,,$.fairness.h200_axes.per_family.f11a_w13_gemm.kernel_cfg_keys,['warp_specialize'],['warp_specialize'],PASS,"a STATIC module attribute (H200_CFG_KEYS). If it changed, somebody edited the kernel modules between the two sessions and the arm comparison is not a comparison"
classic,f11,V5,,$.fairness.h200_axes.per_family.f11b_router_gemm.kernel_cfg_keys,['warp_specialize'],['warp_specialize'],PASS,"a STATIC module attribute (H200_CFG_KEYS). If it changed, somebody edited the kernel modules between the two sessions and the arm comparison is not a comparison"
classic,f11,V6,,$._meta.device,NVIDIA H200,NVIDIA H200,PASS,note _meta.device is a string; indexing it as a dict throws TypeError
classic,f11,V6,,$.env.uuid,b2318e71-edbf-aa1b-dcf3-3cc3e6ea7db0,b2318e71-edbf-aa1b-dcf3-3cc3e6ea7db0,PASS,the staged file must name the card this driver pinned
classic,f11,V7,clusters,$ (recursive cfg scan),0 winner and 0 table hits,"0 winner, 0 table",VACUOUS,the campaign never offered this axis to this family; a clean scan shows nothing
classic,f11,V7,tma,$ (recursive cfg scan),0 winner and 0 table hits,"0 winner, 0 table",VACUOUS,the campaign never offered this axis to this family; a clean scan shows nothing
classic,f11,V7,warp_specialize,$ (recursive cfg scan),0 winner and 0 table hits,"0 winner, 0 table",PASS,winners prove the tuner never selected it; table hits prove the grid never contained it. Under classic widen() returns [] so neither can appear
classic,f11,V8,clusters,$.fairness.grids.*.*.*.axis_counts,no key for this axis,0 offending stage(s) of 88,VACUOUS,the campaign never offered this axis to this family; an absent count shows nothing
classic,f11,V8,tma,$.fairness.grids.*.*.*.axis_counts,no key for this axis,0 offending stage(s) of 88,VACUOUS,the campaign never offered this axis to this family; an absent count shows nothing
classic,f11,V8,warp_specialize,$.fairness.grids.*.*.*.axis_counts,no key for this axis,0 offending stage(s) of 88,PASS,every dict should collapse to {_total_cfgs: N}
classic,f11,V9,,$.fairness.grids.*.*.<coarse|tune>.n_tried,(corroboration only),2 of 35 offered-grid stage(s) differ,INFO,"the offered grid SHRANK, which is what this arm predicts (widen() stops adding the Hopper overlays) -- decode_bs1/router_fused/coarse 180->113; decode_bs1/router_unfused/coarse 180->113"
classic,f11,V9b,,$.fairness.grids.<arm-only regime>.*.<coarse|tune>.n_tried,equal to the campaign's family-constant offered size,8 of 20 arm-only offered stage(s) differ,INFO,the offered grid changed on a regime the campaign has no grids block for -- decode_bs2/router_fused/coarse 180->113; decode_bs2/router_unfused/coarse 180->113; decode_bs4/router_fused/coarse 180->113; decode_bs4/router_unfused/coarse 180->113
classic,f11,V9d,,$.fairness.grids.*.*.<refine|joint|extra>.n_tried,(not comparable -- winner-derived),14 of 42 stage(s) differ,INFO,"refine is neighbours(<the coarse stage's timing winner>) (common.py:1069), joint is a deduplicated top_cfgs() product over measured stages, extra is refine_grid() over a measured top-k -- so these sizes move run-to-run on IDENTICAL code and hardware (Hopper-vs-Hopper: f03 16 of 28, f10 18 of 28, in both directions). Recorded so the drift stays visible, never asserted on. decode_bs1/router_fused/refine 22->19; decode_bs1/w13_unfused/refine 28->27; decode_bs256/router_fused/refine 21->28; decode_bs256/w13_fused/refine 28->22"
classic,f11,V10,,$.rows[*]...kernel_caps_report.hopper_caps,sources[cap]=='env',no caps report present,INFO,"f11 records 11 router and 8 moe caps dumps in the campaign; none here. Under an arm that disables warp specialization this is EXPECTED, not a crash: bench_f11_lazy_prenorm.py's _ws_isolation returns at its ws_offered() guard before the kernel_caps_report block, so the dumps are never attached. V10 is therefore structurally vacuous on this arm and engagement rests on V1/V2/V4/V7/V8/V11, which are not"
classic,f11,V10,clusters,lazy_prenorm.AXES_DECLINED,unchanged,declined,INFO,"f11 already withholds the cluster axis from BOTH arms for a verified CGALayout reason, so only warp_specialize can change for f11; expecting all three to flip would produce a spurious failure"
classic,f11,V11,warp_specialize,campaign vs this arm,campaign presence > 0 and arm == 0,"campaign 182, arm 0",PASS,a genuine campaign->arm collapse: this is the positive proof of engagement
classic,f11,LOG,,f11.classic.a1.log,"hopper feats [...] without ['clusters', 'tma', 'warp_specialize']",f11.classic.a1.log: [none],INFO,"every one of 1 banner(s) reports the axes this arm disables as off; the campaign's own transcript reads [tma,clusters,warp_specialize]"
